,year,week,name,id,home,team,pos,defense_ast,defense_ffum,defense_fgblk,defense_frec,defense_frec_tds,defense_int,defense_int_tds,defense_misc_tds,defense_pass_def,defense_puntblk,defense_qbhit,defense_safe,defense_sk,defense_sk_yds,defense_tds,defense_tkl,defense_tkl_loss,defense_tkl_primary,defense_xpblk,fumbles_forced,fumbles_lost,fumbles_notforced,fumbles_tot,kicking_fga,kicking_fgb,kicking_fgm,kicking_fgm_yds,kicking_fgmissed,kicking_fgmissed_yds,kicking_tot,kicking_totpfg,kicking_touchback,kicking_xpa,kicking_xpmade,kicking_xpmissed,kicking_yds,kickret_avg,kickret_fair,kickret_lng,kickret_ret,kickret_tds,kickret_yds,passing_att,passing_cmp,passing_cmp_air_yds,passing_first_down,passing_incmp,passing_incmp_air_yds,passing_int,passing_ints,passing_sk,passing_sk_yds,passing_tds,passing_twopta,passing_twoptm,passing_twoptmissed,passing_yds,penalty,penalty_first_down,penalty_yds,punting_avg,punting_blk,punting_i20,punting_lng,punting_pts,punting_tot,punting_touchback,punting_yds,puntret_avg,puntret_fair,puntret_lng,puntret_ret,puntret_tds,puntret_tot,puntret_touchback,puntret_yds,receiving_lng,receiving_rec,receiving_tar,receiving_tds,receiving_twopta,receiving_twoptm,receiving_twoptmissed,receiving_yac_yds,receiving_yds,rushing_att,rushing_first_down,rushing_lng,rushing_loss,rushing_tds,rushing_twopta,rushing_twoptm,rushing_twoptmissed,rushing_yds
347,2015.0,12.0,A.Ayers,00-0027977,no,STL,,3.0,0.0,,,,0.0,,,,,,,0.0,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
698,2015.0,13.0,A.Ayers,00-0027977,yes,STL,,0.0,0.0,,,,0.0,,,,,,,0.0,,,6.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
679,2015.0,14.0,A.Ayers,00-0027977,yes,STL,,1.0,0.0,,,,0.0,,,,,,,0.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
887,2015.0,16.0,A.Ayers,00-0027977,no,STL,,4.0,0.0,,2.0,1.0,0.0,,,1.0,,2.0,,0.5,-13.0,1.0,4.0,,,,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1039,2015.0,17.0,A.Ayers,00-0027977,no,STL,,1.0,0.0,,,,0.0,,,,,,,0.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
492,2015.0,1.0,A.Bailey,00-0028024,no,KC,DE,1.0,0.0,,1.0,,0.0,,,,,2.0,,2.0,-10.0,,3.0,2.0,1.0,,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,2015.0,2.0,A.Bailey,00-0028024,yes,KC,DE,0.0,0.0,,,,0.0,,,,,,,0.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1041,2015.0,3.0,A.Bailey,00-0028024,no,KC,DE,1.0,0.0,,,,0.0,,,,,1.0,,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
276,2015.0,4.0,A.Bailey,00-0028024,no,KC,DE,1.0,0.0,,,,0.0,,,,,,,0.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141,2015.0,5.0,A.Bailey,00-0028024,yes,KC,DE,2.0,1.0,,,,0.0,,,,,1.0,,1.0,-3.0,,5.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
270,2015.0,6.0,A.Bailey,00-0028024,no,KC,DE,3.0,1.0,,,,0.0,,,,,1.0,,1.0,-5.0,,5.0,3.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
346,2015.0,7.0,A.Bailey,00-0028024,yes,KC,DE,2.0,0.0,,,,0.0,,,,,,,0.0,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119,2015.0,8.0,A.Bailey,00-0028024,yes,KC,DE,0.0,0.0,,,,0.0,,,,,,,0.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
424,2015.0,14.0,A.Bailey,00-0028024,yes,KC,DE,0.0,0.0,,,,0.0,,,,,,,0.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
590,2015.0,15.0,A.Bailey,00-0028024,no,KC,DE,1.0,0.0,,,,0.0,,,,,,,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
463,2015.0,16.0,A.Bailey,00-0028024,yes,KC,DE,1.0,0.0,,,,0.0,,,,,,,0.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
877,2015.0,16.0,A.Bailey,00-0030207,yes,SEA,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,23.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
439,2015.0,17.0,A.Bailey,00-0028024,yes,KC,DE,0.0,0.0,,,,0.0,,,,,,,0.0,,,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
109,2015.0,1.0,A.Ball,00-0025624,yes,CHI,,0.0,0.0,,,,0.0,,,,,,,0.0,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
479,2015.0,2.0,A.Ball,00-0025624,yes,CHI,,1.0,0.0,,,,0.0,,,1.0,,,,0.0,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,43.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
825,2015.0,3.0,A.Ball,00-0025624,no,CHI,,4.0,0.0,,,,0.0,,,1.0,,,,0.0,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119,2015.0,6.0,A.Ball,00-0025624,no,CHI,,0.0,0.0,,,,0.0,,,,,,,0.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
384,2015.0,10.0,A.Ball,00-0025624,no,CHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
171,2015.0,12.0,A.Ball,00-0025624,no,CHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
517,2015.0,14.0,A.Ball,00-0025624,yes,CHI,,0.0,0.0,,,,0.0,,,,,,,0.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
636,2015.0,17.0,A.Ball,00-0025624,yes,CHI,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
945,2015.0,1.0,A.Barbre,00-0025506,no,PHI,OG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
921,2015.0,2.0,A.Barbre,00-0025506,yes,PHI,OG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
247,2015.0,3.0,A.Barbre,00-0025506,no,PHI,OG,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
892,2015.0,13.0,A.Barbre,00-0025506,no,PHI,OG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
124,2015.0,16.0,A.Barbre,00-0025506,yes,PHI,OG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
960,2015.0,1.0,A.Barr,00-0031256,no,MIN,OLB,2.0,0.0,,,,0.0,,,1.0,,,,0.0,,,10.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
571,2015.0,2.0,A.Barr,00-0031256,yes,MIN,OLB,0.0,0.0,,,,0.0,,,,,1.0,,0.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
361,2015.0,3.0,A.Barr,00-0031256,yes,MIN,OLB,0.0,1.0,,,,0.0,,,,,2.0,,1.0,-7.0,,6.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
833,2015.0,4.0,A.Barr,00-0031256,no,MIN,OLB,1.0,0.0,,,,1.0,,,1.0,,,,0.0,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
322,2015.0,6.0,A.Barr,00-0031256,yes,MIN,OLB,1.0,0.0,,,,0.0,,,,,,,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
516,2015.0,7.0,A.Barr,00-0031256,no,MIN,OLB,1.0,0.0,,,,0.0,,,,,2.0,,0.5,-8.0,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
358,2015.0,8.0,A.Barr,00-0031256,no,MIN,OLB,2.0,0.0,,,,0.0,,,,,,,0.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,2015.0,9.0,A.Barr,00-0031256,yes,MIN,OLB,1.0,0.0,,,,0.0,,,1.0,,,,0.0,,,5.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
631,2015.0,10.0,A.Barr,00-0031256,no,MIN,OLB,0.0,0.0,,,,0.0,,,1.0,,,,0.0,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
410,2015.0,11.0,A.Barr,00-0031256,yes,MIN,OLB,1.0,0.0,,,,0.0,,,,,,,0.0,,,5.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
295,2015.0,12.0,A.Barr,00-0031256,no,MIN,OLB,1.0,2.0,,,,0.0,,,1.0,,,,1.0,-5.0,,7.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
595,2015.0,16.0,A.Barr,00-0031256,yes,MIN,OLB,0.0,0.0,,,,0.0,,,1.0,,,,0.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
701,2015.0,17.0,A.Barr,00-0031256,no,MIN,OLB,3.0,0.0,,,,0.0,,,1.0,,1.0,,1.0,-1.0,,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
985,2015.0,1.0,A.Bethea,00-0024421,yes,SF,SS,1.0,0.0,,,,0.0,,,1.0,,1.0,,1.0,-10.0,,7.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
693,2015.0,2.0,A.Bethea,00-0024421,no,SF,SS,0.0,0.0,,,,0.0,,,,,,,0.0,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
751,2015.0,3.0,A.Bethea,00-0024421,no,SF,SS,3.0,0.0,,,,0.0,,,,,1.0,,0.0,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
686,2015.0,4.0,A.Bethea,00-0024421,yes,SF,SS,1.0,0.0,,,,0.0,,,,,,,0.0,,,5.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
802,2015.0,5.0,A.Bethea,00-0024421,no,SF,SS,4.0,0.0,,,,0.0,,,1.0,,,,0.0,,,6.0,1.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
749,2015.0,6.0,A.Bethea,00-0024421,yes,SF,SS,2.0,0.0,,,,0.0,,,,,,,0.0,,,3.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,2015.0,7.0,A.Bethea,00-0024421,yes,SF,SS,1.0,0.0,,,,0.0,,,,,,,0.0,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
791,2015.0,1.0,A.Blackson,00-0032107,no,TEN,DE,0.0,1.0,,,,0.0,,,,,,,1.0,-5.0,,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
476,2015.0,6.0,A.Blackson,00-0032107,yes,TEN,DE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
645,2015.0,7.0,A.Blackson,00-0032107,yes,TEN,DE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
340,2015.0,8.0,A.Blackson,00-0032107,no,TEN,DE,1.0,0.0,,,,0.0,,,,,,,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
305,2015.0,9.0,A.Blackson,00-0032107,no,TEN,DE,2.0,0.0,,,,0.0,,,,,1.0,,1.0,-9.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,2015.0,11.0,A.Blackson,00-0032107,no,TEN,DE,0.0,0.0,,,,0.0,,,,,,,0.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
719,2015.0,12.0,A.Blackson,00-0032107,yes,TEN,DE,0.0,0.0,,,,0.0,,,,,,,0.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
185,2015.0,14.0,A.Blackson,00-0032107,no,TEN,DE,2.0,0.0,,,,0.0,,,,,,,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
369,2015.0,16.0,A.Blackson,00-0032107,yes,TEN,DE,0.0,0.0,,,,0.0,,,,,,,0.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
349,2015.0,17.0,A.Blackson,00-0032107,no,TEN,DE,1.0,0.0,,,,0.0,,,,,,,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,2015.0,1.0,A.Blake,00-0029050,no,PIT,DB,1.0,0.0,,,,0.0,,,,,,,0.0,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
685,2015.0,2.0,A.Blake,00-0029050,yes,PIT,DB,0.0,0.0,,,,0.0,,,1.0,,,,0.0,,,11.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
426,2015.0,3.0,A.Blake,00-0029050,no,PIT,DB,1.0,0.0,,,,0.0,,,,,,,0.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,34.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,2015.0,4.0,A.Blake,00-0029050,yes,PIT,DB,4.0,0.0,,,,0.0,,,2.0,,,,0.0,,,4.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
870,2015.0,5.0,A.Blake,00-0029050,no,PIT,DB,0.0,0.0,,,,1.0,1.0,,1.0,,,,0.0,,1.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
208,2015.0,6.0,A.Blake,00-0029050,yes,PIT,DB,2.0,0.0,,,,0.0,,,1.0,,,,0.0,,,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
342,2015.0,7.0,A.Blake,00-0029050,no,PIT,DB,0.0,0.0,,,,0.0,,,1.0,,,,0.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
219,2015.0,8.0,A.Blake,00-0029050,yes,PIT,DB,0.0,0.0,,,,1.0,,,1.0,,,,0.0,,,8.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
470,2015.0,9.0,A.Blake,00-0029050,yes,PIT,DB,1.0,1.0,,,,0.0,,,2.0,,,,0.0,,,8.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
591,2015.0,10.0,A.Blake,00-0029050,yes,PIT,DB,0.0,0.0,,,,0.0,,,,,,,0.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
917,2015.0,12.0,A.Blake,00-0029050,no,PIT,DB,1.0,0.0,,,,0.0,,,,,,,0.0,,,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
994,2015.0,13.0,A.Blake,00-0029050,yes,PIT,DB,1.0,0.0,,,,0.0,,,,,,,0.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
216,2015.0,14.0,A.Blake,00-0029050,no,PIT,DB,0.0,0.0,,,,0.0,,,,,,,0.0,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
824,2015.0,15.0,A.Blake,00-0029050,yes,PIT,DB,0.0,0.0,,,,0.0,,,,,,,0.0,,,3.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
228,2015.0,17.0,A.Blake,00-0029050,no,PIT,DB,0.0,0.0,,,,0.0,,,2.0,,1.0,,1.0,-10.0,,4.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
467,2015.0,1.0,A.Blue,00-0031075,yes,HOU,RB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,1.0,2.0,0.0,0.0,0.0,,3.0,7.0,9.0,,11.0,,0.0,0.0,0.0,,42.0
71,2015.0,2.0,A.Blue,00-0031075,no,HOU,RB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,1.0,1.0,0.0,0.0,0.0,,2.0,4.0,5.0,,4.0,,0.0,0.0,0.0,,6.0
253,2015.0,3.0,A.Blue,00-0031075,yes,HOU,RB,,,,,,,,,,,,,,,,,,,,,0.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.0,,20.0,,1.0,0.0,0.0,,139.0
222,2015.0,4.0,A.Blue,00-0031075,no,HOU,RB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,,9.0,,0.0,0.0,0.0,,17.0
8,2015.0,5.0,A.Blue,00-0031075,yes,HOU,RB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.0,1.0,1.0,0.0,0.0,0.0,,9.0,11.0,6.0,,6.0,,0.0,0.0,0.0,,22.0
255,2015.0,7.0,A.Blue,00-0031075,no,HOU,RB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,3.0,,0.0,0.0,0.0,,8.0
280,2015.0,8.0,A.Blue,00-0031075,yes,HOU,RB,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,5.0,5.0,0.0,0.0,0.0,,29.0,33.0,14.0,,8.0,,0.0,0.0,0.0,,39.0
894,2015.0,10.0,A.Blue,00-0031075,no,HOU,RB,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,1.0,1.0,0.0,0.0,0.0,,6.0,9.0,12.0,,5.0,,0.0,0.0,0.0,,22.0
257,2015.0,11.0,A.Blue,00-0031075,yes,HOU,RB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.0,3.0,3.0,1.0,0.0,0.0,,13.0,34.0,21.0,,14.0,,0.0,0.0,0.0,,58.0
420,2015.0,12.0,A.Blue,00-0031075,yes,HOU,RB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,1.0,1.0,0.0,0.0,0.0,,1.0,4.0,16.0,,12.0,,1.0,0.0,0.0,,77.0
143,2015.0,13.0,A.Blue,00-0031075,no,HOU,RB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,4.0,,0.0,0.0,0.0,,14.0
420,2015.0,15.0,A.Blue,00-0031075,no,HOU,RB,,,,,,,,,,,,,,,,,,,,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.0,,41.0,,0.0,0.0,0.0,,107.0
351,2015.0,16.0,A.Blue,00-0031075,no,HOU,RB,,1.0,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,1.0,1.0,0.0,0.0,0.0,,1.0,5.0,15.0,,7.0,,0.0,0.0,0.0,,45.0
